qid,type,question,gold,prediction,em,f1,chain_complete,gap_type,gold_entity_count,gold_entity_coverage,gold_pair_count,gold_pair_recall,gold_relation_recall,gold_pair_complete,gold_relation_complete,gold_evidence_nodes_connected,matched_gold_entities,missing_gold_entities,repair_attempted,repair_outcome,repair_triples_extracted,repair_triples_added,repair_llm_calls
abc68a180bd911eba7f7acde48001122,compositional,When did Lord Patrick Crichton-Stuart's father die?,22 January 1794,22 January 1794,1.0,1.0,True,complete,3,0.3333333333333333,2,0.0,0.0,False,False,False,22 January 1794,John Stuart | Lord Patrick Crichton-Stuart,True,repair_to_complete,22,22,1
fe1ac99c0bdd11eba7f7acde48001122,compositional,Where did the director of film What Rats Won'T Do die?,Somerset,"Stoke St Gregory, Somerset",0.0,0.4,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Alastair Reid | What Rats Won't Do,Somerset,True,repair_residual_gap,5,5,1
9b9e6cc40bdd11eba7f7acde48001122,compositional,Where did the founder of Versus (Versace) die?,Miami Beach,Miami Beach,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,True,Gianni Versace | Miami Beach | Versus,,False,not_attempted,0,0,0
6c2ea34c0bdc11eba7f7acde48001122,compositional,What is the place of birth of the director of film The Finger Points?,New York,"New York, New York",0.0,0.6667,True,complete,3,1.0,2,1.0,0.0,True,False,True,John Francis Dillon | New York | The Finger Points,,False,not_attempted,0,0,0
9f00dfe2089411ebbd75ac1f6bf848b6,comparison,"Who was born later, Paolo Marcellini or Dean Evans?",Dean Evans,Dean Evans,1.0,1.0,False,short_chain,4,1.0,2,1.0,0.0,True,False,False,"7 March 1990 | Dean Evans | June 25, 1947 | Paolo Marcellini",,False,not_attempted,0,0,0
179f51c60bde11eba7f7acde48001122,compositional,"What is the date of death of Andrew, Duke Of Slavonia's father?",6 August 1272,6 August 1272,1.0,1.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,"Andrew, Duke of Slavonia | Stephen V of Hungary",6 August 1272,True,repair_residual_gap,16,16,2
6c9b4c03086911ebbd5eac1f6bf848b6,comparison,Did Dwight Harwood and Velvet (Singer) have the same nationality?,no,no,1.0,1.0,True,complete,5,0.0,2,0.0,0.0,False,False,False,,American | Dwight Harwood | Sweden | Velvet (singer) | no,True,repair_to_complete,19,19,1
c289098a0bdc11eba7f7acde48001122,compositional,What is the place of birth of the director of film My Country'S Wings?,Valparaíso,"Valparaíso, Chile",0.0,0.6667,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Carlos F. Borcosque | My Country's Wings,Valparaíso,False,not_attempted,0,0,0
e811fd74088511ebbd6dac1f6bf848b6,comparison,"Who died later, Claude Bramall Burgess or Karl Neukirch?",Claude Bramall Burgess,Claude Bramall Burgess,1.0,1.0,True,complete,4,0.75,2,0.5,0.5,False,False,False,2 November 1998 | Claude Bramall Burgess | Karl Neukirch,"June 26, 1941",False,not_attempted,0,0,0
2c0ce6960bde11eba7f7acde48001122,compositional,Where did Princess Margarita Of Greece And Denmark's mother die?,Buckingham Palace,London,0.0,0.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Buckingham Palace | Princess Alice of Battenberg | Princess Margarita of Greece and Denmark,,True,repair_residual_gap,43,43,3
dcbfa8e208c411ebbd8eac1f6bf848b6,bridge_comparison,"Which film has the director who was born later, Chithiram Pesuthadi 2 or Five Million Look For An Heir?",Chithiram Pesuthadi 2,Yet the KG triple says,0.0,0.0,False,missing_entities,6,0.8333333333333334,4,0.5,0.0,False,False,False,31 May 1975 | Carl Boese | Chithiram Pesuthadi 2 | Five Million Look for an Heir | Rajan Madhav,26 August 1887,True,repair_residual_gap,12,12,2
c4dfdd5608aa11ebbd80ac1f6bf848b6,bridge_comparison,"Which film has the director who was born later, The Voice Of My City or The Rental?",The Rental,The Rental,1.0,1.0,False,missing_entities,6,0.8333333333333334,4,0.5,0.0,False,False,False,"Dave Franco | June 12, 1985 | The Rental | The Voice of My City | Tulio Demicheli","August 15, 1914",True,repair_residual_gap,34,34,7
2607ff70096211ebbdafac1f6bf848b6,comparison,"Which film came out first, Time Lock or Blood On Wolf Mountain?",Blood On Wolf Mountain,Blood On Wolf Mountain,1.0,1.0,False,missing_entities,5,0.6,2,0.0,0.0,False,False,False,Blood On Wolf Mountain | Blood on Wolf Mountain | Time Lock,1936 | 1957,True,repair_residual_gap,15,15,2
88d74da00bdc11eba7f7acde48001122,compositional,"Where was the father of Frederik, Crown Prince Of Denmark born?",Talence,Talence,1.0,1.0,False,missing_entities,3,1.0,2,0.0,0.0,False,False,False,"Frederik, Crown Prince of Denmark | Henrik | Talence",,True,repair_residual_gap,7,7,1
73def83e0bdd11eba7f7acde48001122,compositional,Where was the place of death of the director of film The Pipes?,Přerov,Přerov,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Přerov | The Pipes | Vojtěch Jasný,,False,not_attempted,0,0,0
eb63d1060bae11ebab90acde48001122,inference,Who is the father-in-law of Marcus Vinicius (Consul 30)?,Germanicus,Germanicus,1.0,1.0,True,complete,3,1.0,2,1.0,0.5,True,False,True,Germanicus | Julia Livilla | Marcus Vinicius,,False,not_attempted,0,0,0
853ce3e308eb11ebbda7ac1f6bf848b6,comparison,"Who lived longer, James A. Ryder or Arthur Kellam Tylee?",Arthur Kellam Tylee,Arthur Kellam Tylee,1.0,1.0,False,missing_entities,6,0.3333333333333333,4,0.0,0.0,False,False,False,Arthur Kellam Tylee | James A. Ryder,"13 April 1961 | 24 April 1887 | January 12, 1860 | October 8, 1800",True,repair_residual_gap,68,68,7
6c42e8d40baf11ebab90acde48001122,inference,Who is Claire Annabel Caroline Grant Duff's paternal grandfather?,James Grant Duff,James Grant Duff,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,False,Claire Annabel Caroline Grant Duff | James Grant Duff | Sir Mountstuart Grant Duff,,False,not_attempted,0,0,0
783b1724087611ebbd67ac1f6bf848b6,bridge_comparison,"Which film has the director born later, Night And Dawn or Arena Of Fear?",Night And Dawn,Night And Dawn,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.5,0.25,False,False,False,8 March 1923 | Arena of Fear | Arthur Maria Rabenalt | José María Forqué | Night And Dawn | Night and Dawn,25 June 1905,True,repair_residual_gap,33,33,4
25b06fd408c311ebbd8dac1f6bf848b6,bridge_comparison,"Which film whose director was born first, Apartment Zero or The House By The Cemetery?",The House By The Cemetery,Apartment Zero,0.0,0.0,False,missing_entities,8,0.875,4,0.5,0.25,False,False,False,"17 June 1927 | Apartment Zero | January 21, 1950 | Lucio Fulci | Martin Donovan | The House By The Cemetery | The House by the Cemetery",Martin Donovan (screenwriter),True,repair_residual_gap,49,49,7
c5e999c208b811ebbd88ac1f6bf848b6,bridge_comparison,"Which film has the director who died first, The Cantabrians or Week-End In Havana?",Week-End In Havana,Week-End In Havana,1.0,1.0,True,complete,7,1.0,4,1.0,0.25,True,False,False,"February 7, 1972 | November 30, 2009 | Paul Naschy | The Cantabrians | Walter Lang | Week-End In Havana | Week-End in Havana",,True,repair_to_complete,18,18,2
05c81d7a0bde11eba7f7acde48001122,compositional,What is the place of birth of the director of film Claustrophobia (2003 Film)?,Danvers,"Danvers, Massachusetts, U.S",0.0,0.5,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Claustrophobia | Mark Tapio Kines,Danvers,False,not_attempted,0,0,0
9bdf51ee0bdd11eba7f7acde48001122,compositional,Where was the father of Daniel Carasso born?,Salonica,Ottoman Salonica,0.0,0.6667,False,short_chain,3,0.6666666666666666,2,0.5,0.5,False,False,False,Daniel Carasso | Isaac Carasso,Salonica,False,not_attempted,0,0,0
883fd545095a11ebbdaeac1f6bf848b6,comparison,"Which film was released more recently, Drugstore Cowboy or When The Sea Rises?",When The Sea Rises,2004,0.0,0.0,False,missing_entities,5,0.6,2,0.0,0.0,False,False,False,Drugstore Cowboy | When The Sea Rises | When the Sea Rises,1989 | 2004,True,repair_residual_gap,19,19,5
01eaac71085c11ebbd5cac1f6bf848b6,bridge_comparison,"Which film has the director who was born later, The Ghosts Of Berkeley Square or Hello Caesar!?",The Ghosts Of Berkeley Square,The Ghosts Of Berkeley Square,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.75,0.0,False,False,False,7 November 1888 | Hello Caesar! | Reinhold Schünzel | The Ghosts Of Berkeley Square | The Ghosts of Berkeley Square | Vernon Sewell,4 July 1903,True,repair_residual_gap,59,59,7
44a138ee0bdc11eba7f7acde48001122,compositional,Where did Chit Mi Of Prome's husband die?,Pyay,Prome,0.0,0.0,False,missing_entities,3,0.3333333333333333,2,0.0,0.0,False,False,False,Bayin Htwe,Chit Mi of Prome | Pyay,True,repair_residual_gap,3,3,1
9fdb190608d411ebbd96ac1f6bf848b6,comparison,"Who is younger, Sven-Ole Thorsen or Kostia Vlastos?",Sven-Ole Thorsen,Sven-Ole Thorsen,1.0,1.0,True,complete,4,1.0,2,1.0,1.0,True,True,False,17 October 1883 | 24 September 1944 | Kostia Vlastos | Sven-Ole Thorsen,,False,not_attempted,0,0,0
2a1d94ce08b511ebbd88ac1f6bf848b6,bridge_comparison,"Which film has the director who died earlier, To See Or Not To See or Prince (1969 Film)?",To See Or Not To See,To See Or Not To See,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.75,0.0,False,False,False,12 October 2012 | Břetislav Pojar | Lekh Tandon | Prince (1969 film) | To See Or Not To See | To See or Not to See,15 October 2017,True,repair_residual_gap,49,49,7
b8a95fa60bdb11eba7f7acde48001122,compositional,Where did the director of film Walkover (Film) graduate from?,National Film School in Łódź,Łódź,0.0,0.3333,True,complete,3,1.0,2,1.0,0.0,True,False,True,Jerzy Skolimowski | National Film School in Łódź | Walkover,,False,not_attempted,0,0,0
489189f4089411ebbd75ac1f6bf848b6,comparison,"Are the movies The Road To Divorce and Want So Much To Believe, from the same country?",no,no,1.0,1.0,False,missing_entities,5,0.6,2,0.5,0.0,False,False,False,Swedish | The Road to Divorce | Want So Much To Believe,American | no,True,repair_residual_gap,35,35,4
c37b86260bda11eba7f7acde48001122,compositional,What is the place of birth of the director of film Kiss The Sky (Film)?,"Champaign, Illinois","Champaign, Illinois",1.0,1.0,False,missing_entities,3,1.0,2,0.5,0.0,False,False,False,"Champaign, Illinois | Kiss the Sky | Roger Young",,True,repair_residual_gap,6,6,1
8531b4a0089a11ebbd77ac1f6bf848b6,bridge_comparison,"Which film whose director is younger, Sujon Sokhi or Two Thousand Maniacs!?",Sujon Sokhi,Sujon Sokhi,1.0,1.0,True,complete,6,1.0,4,1.0,0.0,True,False,False,"11 December 1928 | Herschell Gordon Lewis | June 15, 1926 | Khan Ataur Rahman | Sujon Sokhi | Two Thousand Maniacs!",,False,not_attempted,0,0,0
2ba9b53c0bdc11eba7f7acde48001122,compositional,Where did the director of film Q.R.R (Quien Resulte Responsable) die?,"Houston, Texas","Houston, Texas",1.0,1.0,True,complete,3,0.6666666666666666,2,0.0,0.0,False,False,False,"Gustavo Alatriste | Houston, Texas",Q.R.R,True,repair_to_complete,20,20,7
b4ff29c00bdc11eba7f7acde48001122,compositional,Where does the director of film Looking For Hortense work at?,Cahiers du cinéma,France,0.0,0.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Cahiers du cinéma | Looking for Hortense | Pascal Bonitzer,,True,repair_residual_gap,11,11,2
abf4c578090811ebbdadac1f6bf848b6,comparison,"Which film was released first, Vetri Vizha or The Supporter?",Vetri Vizha,Vetri Vizha,1.0,1.0,True,complete,4,0.5,2,0.0,0.0,False,False,False,The Supporter | Vetri Vizha,1989 | 1991,False,not_attempted,0,0,0
6de887fc0bdc11eba7f7acde48001122,compositional,Where was the composer of film Post Master born?,Karnataka,India,0.0,0.0,False,disconnected,3,0.6666666666666666,2,0.5,0.0,False,False,False,Post Master | Vijaya Bhaskar,Karnataka,True,repair_residual_gap,4,4,1
2ecf499e0bdb11eba7f7acde48001122,compositional,What nationality is Ilghazi's father?,Seljuq empire,Turkish,0.0,0.0,True,complete,3,0.3333333333333333,2,0.0,0.0,False,False,False,Ilghazi,Artuq | Seljuq empire,True,repair_to_complete,4,4,1
76b617e40bde11eba7f7acde48001122,compositional,What nationality is Infanta Mariana Victoria Of Portugal's mother?,Kingdom of Portugal,Portuguese,0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Maria I of Portugal | Mariana Victoria of Portugal,Kingdom of Portugal,True,repair_residual_gap,18,18,2
c30906a60bd911eba7f7acde48001122,compositional,"Which country the director of film Yes, My Love is from?",Argentina,Mexico,0.0,0.0,True,complete,3,1.0,2,0.5,0.0,False,False,True,"Argentina | Fernando Méndez | Yes, My Love",,True,repair_to_complete,7,7,1
74b134420bd911eba7f7acde48001122,compositional,Where was the place of burial of the director of film The Yellow Passport?,Valhalla Memorial Park Cemetery,Valhalla Memorial Park Cemetery,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,False,Edwin August | The Yellow Passport | Valhalla Memorial Park Cemetery,,True,repair_to_complete,7,7,2
7e815a440bdc11eba7f7acde48001122,compositional,Who is the spouse of the performer of song Missing My Baby?,Chris Pérez,based,0.0,0.0,True,complete,3,0.6666666666666666,2,0.0,0.0,False,False,False,Missing My Baby | Selena,Chris Pérez,False,not_attempted,0,0,0
9f42c2680baf11ebab90acde48001122,inference,Who is the mother-in-law of Ramiro Sánchez?,Jimena Díaz,Jimena Díaz,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Cristina Rodríguez | Jimena Díaz | Ramiro Sánchez,,False,not_attempted,0,0,0
277abef40bda11eba7f7acde48001122,compositional,What is the date of death of Vlatko Vuković's father?,1359,1359,1.0,1.0,True,complete,3,0.6666666666666666,2,0.0,0.0,False,False,False,1359 | Vlatko Vuković,Vuk Kosača,False,not_attempted,0,0,0
a17475e3095f11ebbdafac1f6bf848b6,comparison,Are Crazy Heart and Dragon Eyes both from the same country?,yes,yes,1.0,1.0,True,complete,4,0.5,2,0.0,0.0,False,False,False,Crazy Heart | Dragon Eyes,American | yes,False,not_attempted,0,0,0
84cf37580bb011ebab90acde48001122,inference,"Who is John George Ii, Duke Of Saxe-Eisenach's father-in-law?","Eberhard III, Duke of Württemberg",Eberhard III,0.0,0.5714,True,complete,3,1.0,2,1.0,0.0,True,False,True,"Eberhard III, Duke of Württemberg | Johann Georg II, Duke of Saxe-Eisenach | Sophie Charlotte of Württemberg",,True,repair_to_complete,18,18,1
9c3c466f087d11ebbd6bac1f6bf848b6,bridge_comparison,"Which film has the director who was born later, A Woman'S Case or Memoirs Of A Film Actress?",A Woman'S Case,A Woman'S Case,1.0,1.0,False,missing_entities,7,0.7142857142857143,4,0.5,0.0,False,False,False,A Woman'S Case | A Woman's Case | Frederic Zelnik | Jacques Katmor | Memoirs of a Film Actress,17 May 1885 | 4 September 1938,True,repair_residual_gap,20,20,4
b23e2363086211ebbd5dac1f6bf848b6,bridge_comparison,"Which film has the director who died later, Lincoln In The White House or Shattered Idols?",Lincoln In The White House,Lincoln In The White House,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.75,0.0,False,False,False,29 September 1972 | Edward Sloman | Lincoln In The White House | Lincoln in the White House | Shattered Idols | William C. McGann,"November 15, 1977",True,repair_residual_gap,53,53,7
07932ed80bde11eba7f7acde48001122,compositional,Which country the director of film Martin'S Day is from?,Canada,Canada,1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Alan Gibson | Martin's Day,Canada,False,not_attempted,0,0,0
009d55460bdd11eba7f7acde48001122,compositional,"Where was the father of Philip William, Prince Of Orange born?",Dillenburg,"Buren, Gelderland",0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.5,False,False,False,"Philip William, Prince of Orange | William the Silent",Dillenburg,True,repair_residual_gap,28,28,2
a7f91a000bdd11eba7f7acde48001122,compositional,Where was the place of death of the director of film National Customs?,Hong Kong,The director of the film *National Customs* is Zhu,0.0,0.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Hong Kong | National Customs | Zhu Shilin,,False,not_attempted,0,0,0
e2bfd3100bae11ebab90acde48001122,inference,Who is Landgravine Marie Louise Of Hesse-Kassel's maternal grandfather?,Jacob Kettler,Jacob Kettler,1.0,1.0,False,missing_entities,3,1.0,2,0.5,0.0,False,False,True,Jacob Kettler | Maria Amalia of Courland | Marie Louise of Hesse-Kassel,,True,repair_residual_gap,13,13,1
31ed51e00bde11eba7f7acde48001122,compositional,Where was the husband of Alma Francis born?,Belleville,"Belleville, Kansas",0.0,0.6667,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Alma Lenore Francis | Robert Gordon,Belleville,True,repair_to_complete,33,33,6
86f198be0bb011ebab90acde48001122,inference,"Who is the father of James I, Count Of Urgell?",Alfonso IV of Aragon,Alfonso IV of Aragon,1.0,1.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Alfonso IV of Aragon | Teresa d'Entença,"James I, Count of Urgell",True,repair_residual_gap,1,1,1
8a1b6bf4089b11ebbd78ac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, Swabhimana or Mission Allahu Akbar?",Swabhimana,Swabhimana,1.0,1.0,True,complete,6,1.0,4,0.75,0.0,False,False,False,27 April 1971 | 30 March 1951 | D. Rajendra Babu | Mission Allahu Akbar | Shaan Shahid | Swabhimana,,False,not_attempted,0,0,0
b4399e48089511ebbd75ac1f6bf848b6,bridge_comparison,"Which film has the director who died first, The Piper'S Price or The Blonde From Singapore?",The Piper'S Price,The Piper'S Price,1.0,1.0,False,missing_entities,8,0.75,4,0.75,0.0,False,False,False,"Edward Dmytryk | Joe De Grasse | July 1, 1999 | The Blonde from Singapore | The Piper'S Price | The Piper's Price","Joseph De Grasse | May 25, 1940",True,repair_residual_gap,45,45,6
2fa728f20bde11eba7f7acde48001122,compositional,"Where was the husband of Florence Bligh, Countess Of Darnley born?",Westminster,England,0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.0,0.0,False,False,False,"Ivo Bligh, 8th Earl of Darnley | Westminster","Florence Rose Bligh (née Morphy), Countess of Darnley",True,repair_residual_gap,16,16,2
d43fc51008da11ebbd9cac1f6bf848b6,comparison,"Who was born later, Federico Martín Aramburú or Aleksey Tarakanov?",Aleksey Tarakanov,Aleksey Tarakanov,1.0,1.0,False,short_chain,4,1.0,2,1.0,0.0,True,False,False,"26 March 1996 | Aleksey Tarakanov | Federico Martín Aramburú | January 20, 1980",,False,not_attempted,0,0,0
d407f25408dd11ebbd9eac1f6bf848b6,comparison,Was Marcos Renan De Mattos Ceschin or Perng Shaw-Jiin born first?,Perng Shaw-Jiin,Perng Shaw-Jiin,1.0,1.0,True,complete,5,1.0,2,1.0,0.0,True,False,False,12 May 1985 | 28 February 1957 | Marcos Renan de Mattos Ceschin | Perng Shaw-Jiin | Perng Shaw-jiin,,False,not_attempted,0,0,0
b72c73d3088611ebbd6dac1f6bf848b6,comparison,"Who was born later, Edwin Vose Sumner Jr. or Rene Röthke?",Rene Röthke,Rene Röthke,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,"Edwin Vose Sumner Jr. | July 27, 1982 | Rene Röthke","August 16, 1835",False,not_attempted,0,0,0
e86cef4e0bdd11eba7f7acde48001122,compositional,Where did the director of film The Cloister Of Martins die?,Munich,"Grünwald, Germany",0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Richard Häussler | The Cloister of Martins,Munich,True,repair_residual_gap,16,16,2
61ec410708ea11ebbda7ac1f6bf848b6,comparison,"Which film was released more recently, The Last Pedestrian or Stranger In Sacramento?",Stranger In Sacramento,Stranger In Sacramento,1.0,1.0,False,missing_entities,5,0.8,2,0.5,0.0,False,False,False,1965 | Stranger In Sacramento | Stranger in Sacramento | The Last Pedestrian,1960,True,repair_residual_gap,43,43,6
4f8b05620bde11eba7f7acde48001122,compositional,What nationality is Jehoahaz Of Israel's father?,Northern Kingdom of Israel,Israelite,0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Jehoahaz of Israel | Jehu,Northern Kingdom of Israel,True,repair_residual_gap,7,7,1
9893834c092711ebbdaeac1f6bf848b6,comparison,"Which film was released more recently, Gaza Ghetto or Kull The Conqueror?",Kull The Conqueror,Kull The Conqueror,1.0,1.0,False,missing_entities,5,0.6,2,0.0,0.0,False,False,False,1984 | Kull The Conqueror | Kull the Conqueror,1997 | Gaza Ghetto,True,repair_residual_gap,27,27,2
7decb0240baf11ebab90acde48001122,inference,"Who is the father-in-law of Helena Palaiologina, Despotess Of Serbia?",Đurađ Branković,Đurađ Branković,1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.5,False,False,False,Lazar Branković | Đurađ Branković,"Helena Palaiologina, Despotess of Serbia",True,repair_to_complete,11,11,1
abcaaa1e08cb11ebbd92ac1f6bf848b6,bridge_comparison,"Which film has the director born first, The Long, Hot Summer or Matula?",Matula,Matula,1.0,1.0,True,complete,6,0.6666666666666666,4,0.25,0.0,False,False,False,"Martin Ritt | Matula | Tan Tjoei Hock | The Long, Hot Summer","15 April 1908 | March 2, 1914",True,repair_to_complete,7,7,1
df56ff28087511ebbd67ac1f6bf848b6,comparison,Are Rovin' Tumbleweeds and Forbidden Love (1938 Film) from the same country?,no,no,1.0,1.0,True,complete,5,0.2,2,0.0,0.0,False,False,False,Rovin' Tumbleweeds,American | Czechoslovak | Forbidden Love (1938 film) | no,False,not_attempted,0,0,0
7159cb420bde11eba7f7acde48001122,compositional,What is the place of birth of the performer of song Inside My Love?,Chicago,Chicago,1.0,1.0,False,short_chain,3,0.6666666666666666,2,0.5,0.0,False,False,False,Inside My Love | Minnie Riperton,Chicago,False,not_attempted,0,0,0
322178260bde11eba7f7acde48001122,compositional,"Where did John I, Burgrave Of Nuremberg's father die?",Cadolzburg,Cadolzburg,1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,"Cadolzburg | Frederick III of Nuremberg | John I, Burgrave of Nuremberg",,True,repair_residual_gap,22,22,2
dc9823600baf11ebab90acde48001122,inference,Who is Gisela Of Hungary's father-in-law?,Géza,Géza,1.0,1.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Gisela of Hungary | Stephen I of Hungary,Géza,True,repair_residual_gap,6,6,1
0b975649088311ebbd6dac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, A Letter From Ulster or Per Amore Di Cesarina?",A Letter From Ulster,A Letter From Ulster,1.0,1.0,False,missing_entities,7,1.0,4,1.0,0.25,True,False,False,12 February 1895 | 21 April 1939 | A Letter From Ulster | A Letter from Ulster | Brian Desmond Hurst | Per amore di Cesarina | Vittorio Sindoni,,True,repair_residual_gap,53,53,6
6ebd19c00bd911eba7f7acde48001122,compositional,What nationality is Dalfi D'Alvernha's father?,France,French,0.0,0.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Dalfi d'Alvernha | William VII the Young of Auvergne,France,False,not_attempted,0,0,0
9042f8900bdd11eba7f7acde48001122,compositional,Where was the father of Benjamin Hardin Helm born?,Hardin County,Kentucky,0.0,0.0,False,short_chain,3,1.0,2,0.5,0.0,False,False,False,Benjamin Hardin Helm | Hardin County | John L. Helm,,False,not_attempted,0,0,0
885ba7220bdc11eba7f7acde48001122,compositional,Where was the father of Eugene Fubini born?,Venice,Venice,1.0,1.0,False,missing_entities,3,1.0,2,0.5,0.0,False,False,True,Dr. Eugene G. Fubini | Guido Fubini | Venice,,True,repair_residual_gap,20,20,1
07fd4f9b088011ebbd6cac1f6bf848b6,comparison,"Which film was released earlier, Cloud Dancer or Ingmar'S Inheritance?",Ingmar'S Inheritance,Ingmar'S Inheritance,1.0,1.0,True,complete,5,0.6,2,0.0,0.0,False,False,False,Cloud Dancer | Ingmar'S Inheritance | Ingmar's Inheritance,1925 | 1980,False,not_attempted,0,0,0
d2781aee086611ebbd5eac1f6bf848b6,comparison,Are The Malfated and The Fabulous Thunderbirds both from the same country?,no,no,1.0,1.0,True,complete,5,0.4,2,0.0,0.0,False,False,False,The Fabulous Thunderbirds | The Malfated,American | British | no,False,not_attempted,0,0,0
1869092c0bb011ebab90acde48001122,inference,Who is the paternal grandfather of Taj Al-Dawla?,Rukn al-Dawla,Rukn al-Dawla,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,False,'Adud al-Dawla | Rukn al-Dawla | Taj al-Dawla,,True,repair_to_complete,1,1,1
46c7082a0bdb11eba7f7acde48001122,compositional,Where was the director of film The Boy With The X-Ray Eyes (Film) born?,"Aurora, Ohio","Aurora, Ohio",1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,"Aurora, Ohio | Jeff Burr | The Boy with the X-Ray Eyes",,True,repair_residual_gap,16,16,3
ba6473160bdc11eba7f7acde48001122,compositional,Where did the director of film Quarantine 2: Terminal graduate from?,Yale,Yale University,0.0,0.6667,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,John Pogue | Quarantine 2: Terminal,Yale,True,repair_residual_gap,13,13,1
3d624700088311ebbd6dac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, Buffalo Bill In Tomahawk Territory or Lady From Lisbon?",Lady From Lisbon,same director → born same year → no,0.0,0.0,False,missing_entities,7,0.7142857142857143,4,0.5,0.0,False,False,False,Bernard B. Ray | Buffalo Bill in Tomahawk Territory | Lady From Lisbon | Lady from Lisbon | Leslie S. Hiscott,"25 July 1894 | November 18, 1895",True,repair_residual_gap,36,36,8
5eb334660bdd11eba7f7acde48001122,compositional,What is the place of birth of the director of film Six Months Of Life?,Mexican,Mexico,0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Six Months of Life | Víctor Urruchúa,Mexican,True,repair_residual_gap,15,15,2
3004bc240bde11eba7f7acde48001122,compositional,Which country the director of film Black Panthers (Film) is from?,French,Belgium,0.0,0.0,False,disconnected,3,0.6666666666666666,2,0.5,0.0,False,False,False,Agnès Varda | Black Panthers,French,True,repair_residual_gap,7,7,1
f7e2a6340bd911eba7f7acde48001122,compositional,What is the place of birth of the director of film Sweetgrass (Film)?,Liverpool,"Liverpool, United Kingdom",0.0,0.5,True,complete,3,1.0,2,1.0,0.0,True,False,True,Liverpool | Lucien Castaing-Taylor | Sweetgrass,,False,not_attempted,0,0,0
039006b80bb011ebab90acde48001122,inference,"Who is Charles James Irwin Grant, 6Th Baron De Longueuil's paternal grandfather?",Captain David Alexander Grant,Captain David Alexander Grant,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,True,Captain David Alexander Grant | Charles James Irwin Grant | Charles William Grant,,False,not_attempted,0,0,0
43d525ba0baf11ebab90acde48001122,inference,"Who is Infante Francisco De Paula, Duke Of Cádiz's father-in-law?",Francis I of the Two Sicilies,King Francis I,0.0,0.5,False,missing_entities,3,1.0,2,0.5,0.0,False,False,True,Francis I of the Two Sicilies | Infante Francisco de Paula of Spain | Princess Luisa Carlotta of Naples and Sicily,,True,repair_residual_gap,37,37,7
385457c20bde11eba7f7acde48001122,compositional,"When was Charles, Grand Duke Of Baden's father born?",14 February 1755,未提及,0.0,0.0,False,missing_entities,4,0.75,2,0.5,0.5,False,False,False,"14 February 1755 | Charles Louis, Hereditary Prince of Baden | Charles, Grand Duke of Baden",Karl Ludwig,True,repair_residual_gap,43,43,7
