qid,question,gold,current,current_rule,current_em,current_f1,best_answer,best_source,best_field,best_em,best_f1,classification,exact_candidate_sources
5adbfb6855429944faac23e4,"When was one of the teacher of Nikolai Lugansky died who was a Russian Soviet pianist, composer?","1924November 22, 1993","November 22, 1993",current_v4,0,0.6667,"November 22, 1993",hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5aba9e235542994dbf019984,Are both Weberocereus and Conospermum part of the same genus?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a7b77d95542997c3ec971a5,The ninth The Desert Sessions LP was released by by what kind of band?,rock band,American desert rock collective,current_v4,0,0.3333,American desert rock collective,hotpot1000_comagraag_body_selector_v4,answer,0,0.3333,partial_candidate_no_improvement,
5a78eea555429970f5fffddf,Q: Who was born first Richard Boleslawski or Herschell Gordon Lewis?,Richard Boleslawski,Richard Boleslawski,current_v4,1,1.0000,Richard Boleslawski,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Richard Boleslawski | hotpot1000_comagraag_body_selector_v4:prediction=Richard Boleslawski | hotpot1000_comagraag_body_selector_v4:current_answer=Richard Boleslawski | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Richard Boleslawski | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Richard Boleslawski
5a74670855429929fddd840d,Which CNN journalist and two-time Pulitzer winner inspired the Half the Sky Movement?,Nicholas Kristof,Nicholas D. Kristof,current_v4,0,0.8000,Nicholas D. Kristof,hotpot1000_comagraag_body_selector_v4,answer,0,0.8000,partial_candidate_no_improvement,
5a7a978555429941d65f26db,"Which album came out first, ""Paper Trail"" or ""If Tomorrow Comes...""?",Paper Trail,Paper Trail,current_v4,1,1.0000,Paper Trail,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Paper Trail | hotpot1000_comagraag_body_selector_v4:prediction=Paper Trail | hotpot1000_comagraag_body_selector_v4:current_answer=Paper Trail | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Paper Trail | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Paper Trail
5ae4606c5542996836b02c91,"Where was the company, of which David DeVoe is Chief Financial Officer, ranked in the world, in 2014, in terms of revenue, against similar types of company ?  ",fourth-largest,unknown,current_v4,0,0.0000,unknown,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a7509175542993748c897a3,What group of Elektra Records recording artists are known to be an indie pop band?,Saint Motel,Fitz and The Tantrums,current_v4,0,0.0000,Fitz and The Tantrums,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5adf72d35542992d7e9f9369,Are William Kronick and Jon Turteltaub both television writers ?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5adf3f1d5542992d7e9f9310,What profeesion do Giacomo Benvenuti and Claudio Monteverdi share?,Italian composer,composer,current_v4,0,0.6667,composer,hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5a731a635542994cef4bc458,What series has Smith worked on that is based on a novel by Margaret Atwood?,The Handmaid's Tale,The Handmaid's Tale,current_v4,1,1.0000,The Handmaid's Tale,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=The Handmaid's Tale | hotpot1000_comagraag_body_selector_v4:prediction=The Handmaid's Tale | hotpot1000_comagraag_body_selector_v4:current_answer=The Handmaid's Tale | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=The Handmaid's Tale | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=The Handmaid's Tale
5a860d09554299211dda2a53, What was the address of the building on U.S. Route 3 that was the tallest building in New Hampshire when completed in 1972?,1000 Elm Street,900 Elm Street,current_v4,0,0.6667,900 Elm Street,hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5abb326055429966062416e7,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,Bury St Edmunds,current_v4,1,1.0000,Bury St Edmunds,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Bury St Edmunds | hotpot1000_comagraag_body_selector_v4:prediction=Bury St Edmunds | hotpot1000_comagraag_body_selector_v4:current_answer=Bury St Edmunds | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Bury St Edmunds | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Bury St Edmunds
5a8f6a025542992414482ab8,The series in which Sharon Gless played Debbie Novotny was developed and written by who?,Ron Cowen and Daniel Lipman,Ron Cowen and Daniel Lipman,current_v4,1,1.0000,Ron Cowen and Daniel Lipman,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Ron Cowen and Daniel Lipman | hotpot1000_comagraag_body_selector_v4:prediction=Ron Cowen and Daniel Lipman | hotpot1000_comagraag_body_selector_v4:current_answer=Ron Cowen and Daniel Lipman | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Ron Cowen and Daniel Lipman | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Ron Cowen and Daniel Lipman
5a7f113d55429934daa2fcbe,Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology? ,"Reginald Martinez ""Reggie"" Jackson",Babe Ruth,current_v4,0,0.0000,Babe Ruth,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ae0ba15554299603e41844d,"What plant has about 40 species native to Asia, Manglietia or Abronia?",Manglietia,Manglietia,current_v4,1,1.0000,Manglietia,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Manglietia | hotpot1000_comagraag_body_selector_v4:prediction=Manglietia | hotpot1000_comagraag_body_selector_v4:current_answer=Manglietia | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Manglietia | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Manglietia
5a80a587554299485f598676,Are both American bands The Four Seasons and Local H popular around the Beatles were around?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a84f06f5542994c784dda92,What type of community does Bob Hope Airport and Boeing Field have in common?,public,public,current_v4,1,1.0000,public,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=public | hotpot1000_comagraag_body_selector_v4:prediction=public | hotpot1000_comagraag_body_selector_v4:current_answer=public | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=public | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=public
5abbf43d5542993f40c73c2f,Which band The Innocence Mission or Starflyer 59 was formed first ?,The Innocence Mission,The Innocence Mission,current_v4,1,1.0000,The Innocence Mission,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=The Innocence Mission | hotpot1000_comagraag_body_selector_v4:prediction=The Innocence Mission | hotpot1000_comagraag_body_selector_v4:current_answer=The Innocence Mission | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=The Innocence Mission | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=The Innocence Mission
5a77ace855429967ab105223,What entity with the capital city of Ciudad Victoria is a home to the northern grasshopper mouse?,Tamaulipas,Tamaulipas,current_v4,1,1.0000,Tamaulipas,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Tamaulipas | hotpot1000_comagraag_body_selector_v4:prediction=Tamaulipas | hotpot1000_comagraag_body_selector_v4:current_answer=Tamaulipas | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Tamaulipas | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Tamaulipas
5adff056554299603e4183cc,What year did The Chronicle of Philanthropy's publishing overlap with Antic?,1988,1988,current_v4,1,1.0000,1988,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=1988 | hotpot1000_comagraag_body_selector_v4:prediction=1988 | hotpot1000_comagraag_body_selector_v4:current_answer=1988 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=1988 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=1988
5ab2c6d955429916697740c3,Are Maki Nomiya and Conrad Lant both considered musicians?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5ab852c05542990e739ec8c5,"Which peak is flanked by Manaslu, Shispare or Ngadi Chuli?",Ngadi Chuli,Ngadi Chuli,current_v4,1,1.0000,Ngadi Chuli,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Ngadi Chuli | hotpot1000_comagraag_body_selector_v4:prediction=Ngadi Chuli | hotpot1000_comagraag_body_selector_v4:current_answer=Ngadi Chuli | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Ngadi Chuli | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Ngadi Chuli
5ae7ad385542993210983ef0,Which guitarist that played on the LP Street Survivors and was a member of an American Southern Rock band from May 1976 until his death Oct 1977?,"Steven Earl ""Steve"" Gaines",Steve Gaines,current_v4,0,0.6667,Steve Gaines,hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5a745a2955429929fddd83f8,How many members does the Tennessee Volunteers football team's Conference have?,fourteen members,14,current_v4,0,0.0000,14,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a84be095542992a431d1a97,"Which case came first,  Barnes v. Glen Theatre, Inc. or Diamond v. Chakrabarty?",Diamond v. Chakrabarty,Diamond v. Chakrabarty,current_v4,1,1.0000,Diamond v. Chakrabarty,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Diamond v. Chakrabarty | hotpot1000_comagraag_body_selector_v4:prediction=Diamond v. Chakrabarty | hotpot1000_comagraag_body_selector_v4:current_answer=Diamond v. Chakrabarty | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Diamond v. Chakrabarty | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Diamond v. Chakrabarty
5abe3f3455429976d4830aa8,"What company started the urban complex development that included the highrise building, The Harmon?",MGM Resorts International,MGM Resorts International,current_v4,1,1.0000,MGM Resorts International,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=MGM Resorts International | hotpot1000_comagraag_body_selector_v4:prediction=MGM Resorts International | hotpot1000_comagraag_body_selector_v4:current_answer=MGM Resorts International | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=MGM Resorts International | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=MGM Resorts International
5a7b2c9155429927d897bf51,"Who was born first, Little Feat's Lowell George, or Ian Hunter from Mott the Hoople?",Ian Hunter,Ian Hunter,current_v4,1,1.0000,Ian Hunter,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Ian Hunter | hotpot1000_comagraag_body_selector_v4:prediction=Ian Hunter | hotpot1000_comagraag_body_selector_v4:current_answer=Ian Hunter | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Ian Hunter | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Ian Hunter
5ade662155429975fa854ebd,What were the nicknames for the companion of Nuna?,"white fox, polar fox, or snow fox",Arctic fox,current_v4,0,0.2222,Arctic fox,hotpot1000_comagraag_body_selector_v4,answer,0,0.2222,partial_candidate_no_improvement,
5a8aee3d55429950cd6afc01,"Which has more species, Clianthus or Callicoma?",Clianthus,Clianthus,current_v4,1,1.0000,Clianthus,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Clianthus | hotpot1000_comagraag_body_selector_v4:prediction=Clianthus | hotpot1000_comagraag_body_selector_v4:current_answer=Clianthus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Clianthus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Clianthus
5a774c0155429966f1a36ce2,"Which women's magazine was published first, Mirabella or Home Monthly?",Home Monthly,Home Monthly,current_v4,1,1.0000,Home Monthly,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Home Monthly | hotpot1000_comagraag_body_selector_v4:prediction=Home Monthly | hotpot1000_comagraag_body_selector_v4:current_answer=Home Monthly | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Home Monthly | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Home Monthly
5a8e8f6f5542995085b37451,"Which has a higher population, Qinzhou or Jingjiang? ",Jingjiang,Jingjiang,current_v4,1,1.0000,Jingjiang,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Jingjiang | hotpot1000_comagraag_body_selector_v4:prediction=Jingjiang | hotpot1000_comagraag_body_selector_v4:current_answer=Jingjiang | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Jingjiang | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Jingjiang
5a84fd085542994c784ddaba,Devil's Food is a singles compilation by an American rock and roll band that has also been known to play country shows under what?,various names,"various names, including, of course, the Supersuckers",current_v4,0,0.5000,"various names, including, of course, the Supersuckers",hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5a8a48ee55429930ff3c0d66,Kadeem Jack is a player in a league that started with how many teams?,eight,14,current_v4,0,0.0000,14,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a77137455429972597f142a,"Who died more recently, Ferdinand Anton Ernst Porsche or Ferdinand Porsche",Ferdinand Anton Ernst Porsche,Ferdinand Anton Ernst Porsche,current_v4,1,1.0000,Ferdinand Anton Ernst Porsche,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Ferdinand Anton Ernst Porsche | hotpot1000_comagraag_body_selector_v4:prediction=Ferdinand Anton Ernst Porsche | hotpot1000_comagraag_body_selector_v4:current_answer=Ferdinand Anton Ernst Porsche | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Ferdinand Anton Ernst Porsche | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Ferdinand Anton Ernst Porsche
5a750ccc5542993748c897a8,"Which mine first entered into production, Beaulieu Mine or Con Mine?",Con Mine,Con Mine,current_v4,1,1.0000,Con Mine,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Con Mine | hotpot1000_comagraag_body_selector_v4:prediction=Con Mine | hotpot1000_comagraag_body_selector_v4:current_answer=Con Mine | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Con Mine | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Con Mine
5a7a73e45542996c55b2ddb6,Evan Buliung played the character Aragon who is based on a character in a book series written by which author? ,J. R. R. Tolkien,J. R. R. Tolkien,current_v4,1,1.0000,J. R. R. Tolkien,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=J. R. R. Tolkien | hotpot1000_comagraag_body_selector_v4:prediction=J. R. R. Tolkien | hotpot1000_comagraag_body_selector_v4:current_answer=J. R. R. Tolkien | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=J. R. R. Tolkien | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=J. R. R. Tolkien
5a81dacc55429926c1cdada0,Who is the author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V?,William Shakespeare,William Shakespeare,current_v4,1,1.0000,William Shakespeare,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=William Shakespeare | hotpot1000_comagraag_body_selector_v4:prediction=William Shakespeare | hotpot1000_comagraag_body_selector_v4:current_answer=William Shakespeare | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=William Shakespeare | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=William Shakespeare
5ac3b39e554299204fd21e09,Do Dillingham Airport and Rafael Hernández Airport both handle civilian (passenger) service?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5a8e16a5554299068b959e58,"Rowland Salley's best-known tune is ""Killing the Blues"", which has been most recently covered by which American singer-songwriter active mainly in the outlaw country music and Southern rock genres?",Shooter Jennings,Shooter Jennings,current_v4,1,1.0000,Shooter Jennings,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Shooter Jennings | hotpot1000_comagraag_body_selector_v4:prediction=Shooter Jennings | hotpot1000_comagraag_body_selector_v4:current_answer=Shooter Jennings | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Shooter Jennings | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Shooter Jennings
5a73677455429901807db030,"Of the companies that sponsor the British League Riders Championship, which is owned and operated by Goodyear Tire and Rubber Company?",Dunlop,Dunlop,current_v4,1,1.0000,Dunlop,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Dunlop | hotpot1000_comagraag_body_selector_v4:prediction=Dunlop | hotpot1000_comagraag_body_selector_v4:current_answer=Dunlop | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Dunlop | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Dunlop
5a733c925542991f9a20c6b7,The Polar Bear and Daiquiri are both examples of what?,cocktails,cocktails,current_v4,1,1.0000,cocktails,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=cocktails | hotpot1000_comagraag_body_selector_v4:prediction=cocktails | hotpot1000_comagraag_body_selector_v4:current_answer=cocktails | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=cocktails | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=cocktails
5a8b59a65542995d1e6f137c,Are Stephen Frears and Jan Švankmajer from the same country?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a70f39c5542994082a3e429,What is the name of the independent candidate in Maine's 2010 gubernatorial race who finished ahead of Libby Mitchell?,Eliot Cutler,Eliot Cutler,current_v4,1,1.0000,Eliot Cutler,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Eliot Cutler | hotpot1000_comagraag_body_selector_v4:prediction=Eliot Cutler | hotpot1000_comagraag_body_selector_v4:current_answer=Eliot Cutler | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Eliot Cutler | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Eliot Cutler
5ab2b7405542991669774069,Have James Schuyler and H. G. Wells both published books?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5a749af055429979e28829b7,"Which Walt Disney film was produced first, The Apple Dumpling Gang or Something Wicked This Way Comes?",The Apple Dumpling Gang,The Apple Dumpling Gang,current_v4,1,1.0000,The Apple Dumpling Gang,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=The Apple Dumpling Gang | hotpot1000_comagraag_body_selector_v4:prediction=The Apple Dumpling Gang | hotpot1000_comagraag_body_selector_v4:current_answer=The Apple Dumpling Gang | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=The Apple Dumpling Gang | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=The Apple Dumpling Gang
5ab1cdf8554299722f9b4c84,Four presidents including the 26th president Theodore Roosevelt were featured in the 60ft sculpture in the granite face of Mount Rushmore which was sculpted by what sculptor?,Sculptor Gutzon Borglum,Gutzon Borglum,current_v4,0,0.8000,Gutzon Borglum,hotpot1000_comagraag_body_selector_v4,answer,0,0.8000,partial_candidate_no_improvement,
5a831fcc55429940e5e1a96a,Does Kurt Cobain and Glenn Frey work in the music industry?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5a8ba9d255429971feec4759,Camp Courtney was named after the Major killed in action at the battle codenamed what?,Operation Iceberg,Operation Iceberg,current_v4,1,1.0000,Operation Iceberg,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Operation Iceberg | hotpot1000_comagraag_body_selector_v4:prediction=Operation Iceberg | hotpot1000_comagraag_body_selector_v4:current_answer=Operation Iceberg | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Operation Iceberg | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Operation Iceberg
5a76fe7b5542994aec3b71b2,"Eric Stark Maskin was a  teacher for which university, located in New Jersey?",The Institute for Advanced Study,Princeton University,current_v4,0,0.0000,Princeton University,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a7a9ed55542995eb53be87d,"What king took away John Erskine, Earl of Mar's office?",George I,George I,current_v4,1,1.0000,George I,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=George I | hotpot1000_comagraag_body_selector_v4:prediction=George I | hotpot1000_comagraag_body_selector_v4:current_answer=George I | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=George I | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=George I
5ae0f4645542997b2ef7d0aa,"What kind of subgenre of a dark wave music, developed in 1980s in the UK, is using the musical duo from Melbourne, Australia?",Ethereal,Ethereal wave,current_v4,0,0.6667,Ethereal wave,hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5a89e3995542992e4fca844d,H-63 is a highway that runs near the county seat of what Michigan county?,Chippewa County,Manistee County,current_v4,0,0.5000,Manistee County,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5a74994a55429974ef308c2e,Who was the American congressman whose actions led to a CIA program to arm Jihadi warriors in Afghanistan in the 1980's?,Charlie Wilson,Charlie Wilson,current_v4,1,1.0000,Charlie Wilson,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Charlie Wilson | hotpot1000_comagraag_body_selector_v4:prediction=Charlie Wilson | hotpot1000_comagraag_body_selector_v4:current_answer=Charlie Wilson | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Charlie Wilson | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Charlie Wilson
5a7e6df35542997cc2c47544,What was the other name of the textile mill on which The Mill was based on?,Styal Mill,Clifton Mill #3,current_v4,0,0.4000,Clifton Mill #3,hotpot1000_comagraag_body_selector_v4,answer,0,0.4000,partial_candidate_no_improvement,
5ac3126f5542995ef918c0e8," Is it correct to state that Tetrapanax is an evergreen shrub as opposed to Hippophae which is a genus of sea buckthorns, a deciduous shrub?",yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5add647a5542995b365fab26,What is the main difference between Aloinopsis and Washingtonia?,genus,"Aloinopsis is a genus of succulent plants in the Aizoaceae family, while Washingtonia is a genus of palm trees in the Arecaceae family.",current_v4,0,0.1000,"Aloinopsis is a genus of succulent plants in the Aizoaceae family, while Washingtonia is a genus of palm trees in the Arecaceae family.",hotpot1000_comagraag_body_selector_v4,answer,0,0.1000,partial_candidate_no_improvement,
5a8389445542996488c2e450,"Which is longer, Hampshire and Hampden Canal or Tennessee–Tombigbee Waterway?",Tennessee–Tombigbee Waterway,Tennessee–Tombigbee Waterway,current_v4,1,1.0000,Tennessee–Tombigbee Waterway,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Tennessee–Tombigbee Waterway | hotpot1000_comagraag_body_selector_v4:prediction=Tennessee–Tombigbee Waterway | hotpot1000_comagraag_body_selector_v4:current_answer=Tennessee–Tombigbee Waterway | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Tennessee–Tombigbee Waterway | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Tennessee–Tombigbee Waterway
