qid,question,current,gold,current_em,top_answer,top_score,top_count,top_sources_n,current_score,margin,oracle_top_em,any_alt_exact,num_alts
5abaee845542996606241696,"On February 25, 2017 tony Harrison lost the the International Boxing Federation light middleweight world title to a boxer from what state?",Maryland,Maryland,1,Tennessee,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a8c2d23554299240d9c20b7,Who directed the 2007 film which  Sasson Gabai won an Ophir Award for?,Eran Kolirin,Eran Kolirin,1,Eran Riklis,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a70f9335542994082a3e46a,"Which magazine is published more in a year, Essence or Alt for Damerne?",Alt for Damerne,ALT for Damerne,1,Essence,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a7571095542992d0ec05f97,"Which ""Mirrors"" actress made her film debut in the 2005 comedy film ""Hitch""?",Paula Maxine Patton,Paula Maxine Patton,1,Sarah Wright,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5adfecd755429942ec259b90,What year was the magazine that Stanley Bing spent a decade at founded in?,1933,1933,1,1930,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ab2861b554299449642c8df,"What American politician from Tennessee born December 13, 1943 is related to former United States Congressman Harold Ford Jr. as well as former Congressman Harold Ford Sr.",Emmitt H. Ford,Emmitt H. Ford,1,Harold Ford Jr.,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,2
5ac13f425542991316484a96,"Which airport is used for both public and military, Shenandoah Valley Regional Airport or Louisville International Airport?",Louisville International Airport,Louisville International Airport,1,Shenandoah Valley Regional Airport,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,2
5ac2a10e554299657fa28fec,What year did a blacklisted screenwriter share an Academy Award with Michael Kanin?,1942,1942,1,1943,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ae26fad554299495565da6f,Which historical drama filmed in the Winter Palace of the Russian State Hermitage Museum stars Sergey Dreyden?,Russian Ark,Russian Ark,1,The Romanovs,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a7aa07d55429941d65f2703,"Who directed the film in which Catherine Ann ""Kate"" Bosworth made her debut?",Robert Redford,Robert Redford,1,John McNaughton,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5ac082535542992a796ded2f,"Which plant has more species, Bolax or Jovibarba?",Bolax,Bolax,1,Jovibarba,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5abda8d55542992ac4f382e7,Who is the sister of Princess Zein and the daughter of a British woman?,Princess Aisha bint Hussein,Princess Aisha bint Hussein,1,Princess Basma bint Talal,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,2
5adc8cb45542994d58a2f651,What is the nationality of the most praised player in the 2002–03 Olympique de Marseille season?,Belgian,Belgian,1,French,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5adca0845542994d58a2f684," ""One Less Set of Footsteps"" is a song written and performed by a singer born in which year ?",1943,1943,1,1942,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a84f06f5542994c784dda92,What type of community does Bob Hope Airport and Boeing Field have in common?,public,public,1,Airport,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,2
5adff056554299603e4183cc,What year did The Chronicle of Philanthropy's publishing overlap with Antic?,1988,1988,1,1984,7.609999999999999,9,9,141.15999999999994,-133.54999999999995,0,0,1
5a7774e155429967ab10518d,"What studio helped produce both Return to Never Land and McFarland, USA?",Walt Disney Pictures,Walt Disney Pictures,1,DisneyToon Studios,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a7dbc175542995ed0d1666b,What russian Marxist revolutionary born in 1875 was part of the Vpered organization?,Anatoly Vasilyevich Lunacharsky,Anatoly Vasilyevich Lunacharsky,1,Alexander Bogdanov,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a8319b255429940e5e1a960,Who composed the theme music in 1989 of an animated television series which has the current arrangement by a person who  has scored or orchestrated music for more than 30 films and television shows?,Danny Elfman,Danny Elfman,1,Shirley Walker,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a82817555429954d2e2eb5a,"Which film does ""Naked Weapon"" follow in the ""Naked"" series?",Naked Killer,"""Naked Killer""",1,Naked Gun,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a821c95554299676cceb219,"The subject of McGinniss' 1983 book ""Fatal Vision"" was convicted of murder in what year?",1979,1979,1,1975,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a73672b5542991f29ee2de7,Who played for the 1983–84 New York Knicks season and also had a younger brother who played in the NBA during his career,Bernard King,Bernard King,1,Bill Cartwright,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5abbfb5e554299114383a0d0,Which game showed has reruns on Teletoon in Canada and was shown between midnight and 6:00 on Cartoon Network Too?,Skatoony,Skatoony,1,Johnny Test,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a73987c55429978a71e9039,Which production company was involved with both of the movies A Kid in King Arthur's Court and The Great Locomotive Chase?,Walt Disney Productions,Walt Disney Productions,1,Walt Disney Pictures,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5ae3e1e95542994393b9e78b,"""I Wed Three Wives"" is an episode of a television series that ran on what network?",ABC,ABC,1,Fox,7.609999999999999,9,9,141.85999999999996,-134.24999999999994,0,0,1
5a8a575a554299515336136e,"Rynella is an unincorporated community named after the daughters of a conservationist who presided of the maker of a brand of hot sauce made from vinegar, salt and what kind of peppers? ",tabasco peppers,tabasco peppers,1,Jalapeño,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a7f53ff5542992097ad2f17,"In addition to the best known comic servant from Commedia dell'arte, who else is featured in La Surprise de l'amour?",Columbine,Columbine,1,Léandre and Silvia,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a738fb4554299623ed4abf9,"Which of these is further south in China, the Pulandian District or Kaiyuan, Liaoning?",Pulandian District,Pulandian District,1,"Kaiyuan, Liaoning",7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ab9bb8355429970cfb8eb8b,"At what school is the individual who was awarded the 2012 Nobel Prize in Physics, jointly with David J. Wineland, a professor?",Collège de France,Collège de France,1,École Normale Supérieure,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a82a1ae55429954d2e2eb89,"Between Aspidistra and Cyrtanthus, which genus of plant belongs to the Subfamily Amaryllidoideae?",Cyrtanthus,Cyrtanthus,1,Aspidistra,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5adea9ea55429939a52fe934,"What was the name of the fanzine that interviewed the Sex Pistols bassist when he was in the band ""The Flowers of Romance?""",SKUM,SKUM,1,Sniffin' Glue,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5abced075542993a06baf9ac,"What time did the show, in which Gordon Burns was the host, usually air on Monday?",7pm,7pm,1,6:30 PM,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a779fd95542997042120ab5,In what year were the European Athletics Junior Championships held in the capital of Slovenia?,1997,1997,1,2011,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ab97cd0554299753720f81a,Elizabeth Austin wrote for a fitness magazine founded by who?,Christine MacIntyre,Christine MacIntyre,1,Joe Weider,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a8e27d45542995a26add46a,Jaclyn Stapp is married to the former frontman of a band that disbanded in what year?,2004,2004,1,2013,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a80abb65542996402f6a5df,What organization affiliated with the National Collegiate Athletic Association Division were the 2012 Hawaii Warriors football team first year members of?,Mountain West Conference,Mountain West Conference,1,Big West Conference,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ae2c8b05542992decbdcd9d,What is the birthplace of YouTube's 2016 overview featured creator Wengie?,"Guangzhou, China","Guangzhou, China",1,"Perth, Australia",7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5adf33965542993344016c20,KSCW-DT is part of a duopoly with which virtual channel 12 in Wichita?,KWCH-DT,KWCH-DT,1,KAKE,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ac09d265542992a796ded39,Erving Goffman was cited as higher than a literary critic on which guide?,The Times Higher Education Guide,The Times Higher Education Guide,1,The Times Literary Supplement,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5aba71b155429955dce3ee2a,"Pirates Plunge, at the Grace O'Malley-inspired Pirates Adventure Park in Westport, holds which notable record?",first flume ride in Ireland,first flume ride in Ireland,1,Tallest water slide in Ireland,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ab9cfe655429970cfb8ebaf,Walt Disney World Quest: Magical Racing Tour includes the space-themed roller coaster that was opened on what date?,"January 15, 1975","January 15, 1975",1,"November 20, 1999",7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a851cc85542997b5ce3ffa3,Are both French Spaniel and Beagle universally recognized breeds?,no,no,1,Yes,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ab9d44255429939ce03dc36,The History of Ranching is a mural that was originally located at an American brewery that in 1999 began trasfering its production to who?,Miller Brewing,Miller Brewing,1,Anheuser-Busch,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a88082055429938390d3ed2,"Abba Kovner  was a Jewish Hebrew and Yiddish poet, writer and cousin of the youngest and longest surviving signatory of what?",Israeli Declaration of Independence,Israeli Declaration of Independence,1,United States Declaration of Independence,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5ab27389554299722f9b4d2f,"What is the name of the black belt in Brizilian Jiu Jitsu who trains extensively under striking coach Ray Bronx Longo in Garden City, New York?",Peter 'Drago' Sell,Peter 'Drago' Sell,1,Chris Weidman,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a7df25a5542990b8f503b02,What did the screewriter for a 2013 psychological thriller film directed by Denis Villeneuve get a Goya Award nomination for Best Adapted Screenplay at the 27th Goya Awards for? ,Invader (Invasor),"""Invader (Invasor)""",1,Prisoners,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a865e785542991e7718161b,"Which building is located a higher numbered street, Americas Tower or One Penn Plaza?",Americas Tower,Americas Tower,1,One Penn Plaza,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a739323554299623ed4abff,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",Kanichee Mine,Kanichee Mine,1,Salmita Mine,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5abb326055429966062416e7,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,Bury St Edmunds,1,London,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a8e16a5554299068b959e58,"Rowland Salley's best-known tune is ""Killing the Blues"", which has been most recently covered by which American singer-songwriter active mainly in the outlaw country music and Southern rock genres?",Shooter Jennings,Shooter Jennings,1,Chris Stapleton,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a73677455429901807db030,"Of the companies that sponsor the British League Riders Championship, which is owned and operated by Goodyear Tire and Rubber Company?",Dunlop,Dunlop,1,Goodyear,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5a7c25035542997c3ec972e5,"Qazi is a Kashmiri singer that won ""Fame Gurukul"" along with a singer born where?",Kolkata,Kolkata,1,Mumbai,7.609999999999999,9,9,144.35999999999996,-136.74999999999994,0,0,1
5adcd9fe5542990d50227d46,To what group of plants do both Dieffenbachia and Carlina belong?,flowering plants,flowering plants,1,Angiosperms,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a7d043755429909bec768f7,"William James ""Count"" Basie has an album that is a collection of musical pieces from what movie series?",James Bond,James Bond,1,Star Wars,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a74ab6055429916b01641b9,"Which board game, Attack! or Can't Stop, was published first?",Can't Stop,Can't Stop,1,Attack!,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5ae234385542992decbdcc59,in 1992 Spengler Cup all matches were played at the home arena of what professional Swiss ice hockey club ,HC Davos,HC Davos,1,SC Bern,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5abc7d6d5542993a06baf8f3,Kevin Yorn an American entertainment attorney who represents an Australian actor who  played the role of Josh Taylor in what soap opera?,Neighbours,Neighbours,1,Home and Away,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5ae201465542997f29b3c1f7,"Which of the case was held in a higher ranking court, South Dakota v. Dole or Rogers v. Okin?",South Dakota v. Dole,South Dakota v. Dole,1,Rogers v. Okin,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a84abaf5542997b5ce3ff06,"Corbin Sinclair Bryant played for the Buffalo Bills and what other NFL team that was founded in 1933, and is the oldest franchise in the AFC?",Pittsburgh Steelers,Pittsburgh Steelers,1,Cincinnati Bengals,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a840a9e5542992ef85e2397,"What is this group referred to as that this Russian composer, who wrote ""The Songs and Dances of Death,"" is a member of?",The Five,The Five,1,The Mighty Handful,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a88db445542993b751ca88a,"Which Italian classical composer, conductor, and teacher born in 1750 composed this four-movement serenade in B-flat major for five instruments (2 oboes, 2 horns and 1 bassoon)?",Antonio Salieri,Antonio Salieri,1,Luigi Boccherini,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a730abe5542994cef4bc42f,"What ""sport"" involving animals dates all the way back to the Tang Dynasty and continued to the beginning of the 19th century?",Cricket fighting,Cricket fighting,1,Cuju,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a7a978555429941d65f26db,"Which album came out first, ""Paper Trail"" or ""If Tomorrow Comes...""?",Paper Trail,Paper Trail,1,If Tomorrow Comes...,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5abbf43d5542993f40c73c2f,Which band The Innocence Mission or Starflyer 59 was formed first ?,The Innocence Mission,The Innocence Mission,1,Starflyer 59,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a7a9ed55542995eb53be87d,"What king took away John Erskine, Earl of Mar's office?",George I,George I,1,James VI and I,7.609999999999999,9,9,145.05999999999995,-137.44999999999993,0,0,1
5a7a33205542996a35c1712f,"Out of two American colonies that had a series of skirmishes and raids between 1701 and 1765 at the disputed border, which British proprietary colony became a royal colony on the northeast coast of North America?",Province of New York,Province of New York,1,New Hampshire,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,0,0,2
5adfee9c55429906c02daa8a,The music magazine launched by Rob Stone and Jon Cohen that interviewed CupcakKe about her album Audacious in September was the first print publication to be released where?,on iTunes,on iTunes.,1,Los Angeles,7.609999999999999,9,9,145.35999999999993,-137.74999999999994,0,0,3
5adfff0755429925eb1afbce,What is 25 miles south of Groom Lake?,"Rachel, Nevada","Rachel, Nevada",1,Area 51,7.609999999999999,9,9,146.05999999999992,-138.44999999999993,0,0,2
5ae5415055429908b63265b7,Japanese Weekend School of New York has offices in the entertainment complex in what section of New Rochelle?,Downtown,Downtown,1,Rochelle Park,7.609999999999999,9,9,148.55999999999992,-140.94999999999993,0,0,2
5ae763aa5542995703ce8c09,Who voices Chef Mung Daal in the American animated television series created by C. H. Greenblatt?,William Dwight Schultz,William Dwight Schultz,1,Khary Payton,7.609999999999999,9,9,148.55999999999992,-140.94999999999993,0,0,2
5ae39e9c5542990afbd1e195,"Wangaratta Wahine, an album featuring the work of an Australian Living Treasure, was recorded by what band?",The Captain Matchbox Whoopee Band,The Captain Matchbox Whoopee Band,1,The Necks,7.609999999999999,9,9,148.55999999999992,-140.94999999999993,0,0,2
5ab474135542991751b4d77b,"At the 46th Grammy Awards, which award did the album by The White Stripes, which included the song Seven Nation Army, win?",Best Alternative Music Album,Best Alternative Music Album,1,Best Rock Album,7.609999999999999,9,9,148.55999999999992,-140.94999999999993,0,0,2
5ae446fc5542995ad6573d24,What Mexican singer released the song Todos Me Miran?,Gloria Trevi,Gloria Trevi,1,Glory,7.609999999999999,9,9,149.25999999999993,-141.64999999999992,0,0,2
5adf75e35542993344016c98,"What American horror film directed by Sidney J. Furie was based off an alleged haunting which occurred in 1974 at Culver City, California?",The Entity,The Entity,1,The Amityville Horror,7.609999999999999,9,9,149.25999999999993,-141.64999999999992,0,0,2
5a77452155429972597f14e1,"Which pizza chain has locations in more cities, Round Table Pizza or Marion's Piazza?",Round Table Pizza,Round Table Pizza,1,Cannot determine from the given context,6.46,7,7,115.64000000000003,-109.18000000000004,0,0,1
5a8bc1b85542997f31a41db8,Which one between Milium and Eucommia lives more widely spread across the world?,Milium,Milium,1,Cannot determine from the given context,6.46,7,7,122.74000000000001,-116.28000000000002,0,0,1
5a88651b55429938390d3f45,"Which play is set in one act, Bluebeard's Castle or Agrippina?",Bluebeard's Castle,Bluebeard's Castle,1,neither,6.46,7,7,126.91999999999997,-120.45999999999998,0,0,1
5a801e845542992097ad2fd9,"Which magazine produces more print editions yearly, Nautilus or TV Guide?",TV Guide,TV Guide,1,Cannot determine from the given context,6.46,7,7,127.29999999999997,-120.83999999999997,0,0,1
5a7e22ed5542995ed0d166a7,"What writer is older, Bernard Malamud or Lois McMaster Bujold?",Bernard Malamud,Bernard Malamud,1,Cannot determine from the given context,6.46,7,7,130.47999999999996,-124.01999999999997,0,0,1
5a7e035d5542997cc2c474f6,"Which auhor is younger, Nevil Shute or Grace Metalious?",Grace Metalious,Grace Metalious,1,Cannot determine from the given context,6.46,7,7,135.09999999999997,-128.63999999999996,0,0,1
5ac14d0c5542991316484ae2,"Who has worked for more film companies, Kelly Reichardt or Jacques Tourneur?",Jacques Tourneur,Jacques Tourneur,1,Cannot determine from the given context,6.46,7,7,139.95999999999995,-133.49999999999994,0,0,1
5a8408a9554299123d8c21d3,Which Canadian artist is credited with first coming up with the title of Various Positions?,Leonard Cohen,Leonard Cohen,1,Ori Kowarsky,6.46,7,7,142.19999999999993,-135.73999999999992,0,0,1
5a74122f55429929fddd83da,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",Love Drunk,Love Drunk,1,Two Is Better Than One,6.46,7,7,142.19999999999993,-135.73999999999992,0,0,2
5adf72d35542992d7e9f9369,Are William Kronick and Jon Turteltaub both television writers ?,no,no,1,yes,6.46,7,7,144.69999999999996,-138.23999999999995,0,0,1
5a8aee3d55429950cd6afc01,"Which has more species, Clianthus or Callicoma?",Clianthus,Clianthus,1,Clianthus has more species than Callicoma,6.46,7,7,144.69999999999996,-138.23999999999995,0,0,1
5abb30755542996cc5e49fd8,Ronald Reagan and George H. W. Bush both held which position in office?,President of the United States,President of the United States,1,President and Vice President,6.46,7,7,145.39999999999995,-138.93999999999994,0,0,1
5a900b575542995b44242099,"Which director, Christopher Guest or Elem Klimov, is known for writing, directing and starring in his movies?",Christopher Guest,Christopher Guest,1,Christopher Haden-Guest,6.46,7,7,145.39999999999995,-138.93999999999994,0,0,1
5a8637415542994775f60724,"Which species is native to Asia, Corokia or Rhodotypos?",Rhodotypos,Rhodotypos,1,Corokia,6.46,7,7,145.39999999999995,-138.93999999999994,0,0,1
5ade6b67554299728e26c71c,"Michael Pollock was was a senior officer in the United Kingdom's naval warfare force, also known as the what?",Royal Navy,Royal Navy,1,Senior Service,6.46,7,7,145.39999999999995,-138.93999999999994,0,0,1
5a8f45385542997ba9cb320a,Dahlia and Aruncus are both examples of what type of plant catagorization?,genus,genus,1,flowering herbaceous perennial plant,6.46,7,7,145.39999999999995,-138.93999999999994,0,0,1
5a8c90db554299653c1aa0bf,Is the building located at 200 West Street taller than the one at 888 7th Avenue?,Yes,yes,1,no,6.32,5,4,141.97999999999996,-135.65999999999997,0,0,1
5ab8869155429916710eb081,"Electronic Attack Squadron 138 is a type of which American carrier-based electronic warfare aircraft, a specialized version of the two-seat F/A-18F Super Hornet?",Boeing EA-18G Growler,Boeing EA-18G Growler,1,the answer is the aircraft type described —,4.56,5,5,121.48000000000002,-116.92000000000002,0,0,1
5ae4bcfc55429913cc2044eb,"Which genus has more species, Leitneria or Tricyrtis?",Tricyrtis,Tricyrtis,1,- Then:,4.56,5,5,146.59999999999994,-142.03999999999994,0,0,1
5adfec5f55429942ec259b8d,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,yes,1,no,4.56,5,5,146.59999999999994,-142.03999999999994,0,0,1
5a846da0554299334474611e,"Which bird-themed team did the baseball player, who frequented the Red Cedar Inn and was also known as Dizzy Dean, play for?",St. Louis Cardinals,St. Louis Cardinals,1,But the format requires a concise answer (,4.56,5,5,146.59999999999994,-142.03999999999994,0,0,1
5a7563a45542996c70cfaeec,What university employed the psychologist that inspired David McClelland's thinking on power??,Harvard University,Harvard University,1,- “David McClelland -- was inspired by --> Henry,4.56,5,5,146.59999999999994,-142.03999999999994,0,0,1
5ab852c05542990e739ec8c5,"Which peak is flanked by Manaslu, Shispare or Ngadi Chuli?",Ngadi Chuli,Ngadi Chuli,1,So,4.56,5,5,146.59999999999994,-142.03999999999994,0,0,1
5a7fa0d55542995d8a8dded3,What professional do both Marc Bolan and Ian MacKaye share?,musician,musician,1,- “Ian MacKaye --,4.56,5,5,147.29999999999993,-142.73999999999992,0,0,1
5a7f90a15542995d8a8ddea5,What Future Publishing founder co-hosted the annual TED Conference with June Cohen?,Chris Anderson,Chris Anderson,1,"Thus, the premise of the question — that a",4.56,5,5,147.29999999999993,-142.73999999999992,0,0,1
5a84be095542992a431d1a97,"Which case came first,  Barnes v. Glen Theatre, Inc. or Diamond v. Chakrabarty?",Diamond v. Chakrabarty,Diamond v. Chakrabarty,1,Cannot be determined,4.56,5,5,147.29999999999993,-142.73999999999992,0,0,1
5a7148d25542994082a3e766,"Which of these artists is older, Warrel Dane or Roy Khan?",Warrel Dane,Warrel Dane,1,Cannot be determined,4.56,5,5,151.49999999999991,-146.9399999999999,0,0,2
5ab9988b554299131ca4238e,"Who is the American actress that stars in the movie ""Innocesnce"" and is best known for her role as Alexandra Cabot in a long-running NBC series?",Stephanie Caroline March,Stephanie Caroline March,1,2,1.0,1,1,30.86,-29.86,0,0,1
5a7ca74c55429907fabeefe9,Who was born first Edward Keonjian or Aram Saroyan?,Dr. Edward Keonjian,Dr. Edward Keonjian,1,2,1.0,1,1,47.18,-46.18,0,0,1
5a726b0f5542997f827839be,"Who was born first, Samantha Cristoforetti or Jean-Loup Chrétien",Jean-Loup Jacques Marie Chrétien,Jean-Loup Jacques Marie Chrétien,1,2,1.0,1,1,47.18,-46.18,0,0,1
5a7a70b355429941d65f2647,"Who was born later, Jerry Garcia or Joe Gooch?",Joe Gooch,Joe Gooch,1,1,1.0,1,1,119.84,-118.84,0,0,1
5a87bada5542994846c1cddc,In which city are the headquarters of the American research and scientific development company where Ravi Sethi worked as computer scientist located?,Murray Hill,Murray Hill,1,2,1.0,1,1,127.51999999999998,-126.51999999999998,0,0,1
5ac3d4b6554299204fd21e93,"Which magazine is focused more on the adult demographic, Jack and Jill or Paper?",Paper,Paper,1,2,1.0,1,1,137.59999999999994,-136.59999999999994,0,0,1
5abbcfaf5542993f40c73ba9,Nicole Gordon won a silver medal with Sara Petersen int he women's doubles at a competition held in what city?,Manchester,Manchester,1,2,1.0,1,1,142.15999999999994,-141.15999999999994,0,0,1
5ac4e593554299076e296e37,"OU812 was the second album to feature a vocalist that also played what instrument in ""Finish What Ya Started""?",rhythm guitar,rhythm guitar,1,2,1.0,1,1,148.55999999999992,-147.55999999999992,0,0,1
5a7220f055429971e9dc92ac,What was the Volvo S70 essentially modeled after and was the first all wheel drive Volvo?,Volvo 850,Volvo 850,1,2,1.0,1,1,149.5999999999999,-148.5999999999999,0,0,1
5a840e395542992ef85e239d,Are both The Straight Story and Frozen films of the same genre?,no,no,1,1,1.0,1,1,150.79999999999993,-149.79999999999993,0,0,1
5a7cdcbf55429907fabef04f,"Which film came out first, Still Kicking: Six Artistic Women of Project Arts & Longevity or Time Bombs?",Still Kicking: Six Artistic Women of Project Arts & Longevity,Still Kicking: Six Artistic Women of Project Arts & Longevity,1,1,1.0,1,1,150.79999999999993,-149.79999999999993,0,0,1
5ab7de455542992aa3b8c864,Janet Williams has performed with an internationally recognized solo pianist whose recordings have earned him five what?,Grammy awards,Grammy awards,1,1,1.0,1,1,150.79999999999993,-149.79999999999993,0,0,1
5a75f0bf5542994ccc91866b,"Who is younger, Pelle Almqvist or Steve Winwood?",Pelle Almqvist,Pelle Almqvist,1,1,1.0,1,1,150.79999999999993,-149.79999999999993,0,0,1
5a7ce100554299683c1c63b5,"Who is younger, Terry Glaze or Hayley Williams?",Hayley Williams,Hayley Williams,1,1,1.0,1,1,150.79999999999993,-149.79999999999993,0,0,1
5adfed5e55429942ec259b92,What city does the company that owns Bumble and bumble have its headquarters in?,New York City,New York City,1,2,1.0,1,1,150.79999999999993,-149.79999999999993,0,0,1
5ae383e15542992f92d822fb,"Which film is newer, The Apple Dumpling Gang or Heavyweights?",Heavyweights,Heavyweights,1,1,1.0,1,1,151.49999999999991,-150.49999999999991,0,0,1
5a7d2afd5542995f4f402221,"Who is older, Ferdi Taygan or Mahesh Bhupathi?",Ferdi Taygan,Ferdi Taygan,1,1,1.0,1,1,151.49999999999991,-150.49999999999991,0,0,1
5a8787915542996e4f30882e,"Which film was produced first, Dangal or The Man from Snowy River II?",The Man from Snowy River II,The Man from Snowy River II,1,1,1.0,1,1,151.49999999999991,-150.49999999999991,0,0,1
5a887898554299206df2b2a2,Are Broughtonia and Perilla both types of mint?,no,no,1,1,1.0,1,1,153.99999999999991,-152.99999999999991,0,0,1
5ac2cb125542996773102626,Are both Leycesteria and Anigozanthos native to Australia?,no,no,1,1,1.0,1,1,153.99999999999991,-152.99999999999991,0,0,1
5a738b855542992d56e7e363,"Which hospital opened first, St. Elizabeths Hospital or Providence Hospital?",St. Elizabeths Hospital,St. Elizabeths Hospital,1,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5a8b7e9c5542995d1e6f13c1,Psychopsis and Aubrieta are both genuses of which type of plants?,flowering plants,flowering plants,1,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5a8f7c9a55429918e830d239,Which NFL team did both Don Looney and DeSean Jackson play for?,Philadelphia Eagles,Philadelphia Eagles,1,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5adcd4325542994d58a2f6ed,Are Colocasia and Coronilla both flowering plants?,yes,yes,1,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5ab29c24554299449642c932,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,yes,yes,1,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5a85a2845542997175ce1fe1,Are both Aloinopsis and Eriogonum ice plants?,no,no,1,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5ab8494d55429916710eb016,"Which was founded first, University of California, Santa Barbara or Hamdard University?","University of California, Santa Barbara","University of California, Santa Barbara",1,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
5a72af155542992359bc316c,"What movie included Robin Williams along with Joshua Aaron Charles, set in 1959 at a Vermont boarding school?",Dead Poets Society,Dead Poets Society,1,1,1.0,1,1,154.6999999999999,-153.6999999999999,0,0,1
